Destination_name,POI_name,POI_reviews_count,POI_category,POI_description,POI_rating,POI_address,POI_Suggested_Duration,POI_open_close_hours,POI_reviews
Lake Tahoe,The Gondola at Heavenly,2394,"Tramways, Ski & Snowboard Areas","Hop aboard an 8-passenger glass cabin and be whisked 2.4 miles up the side of a mountain for breathtaking views of Lake Tahoe and the Sierra Nevada mountain range. Riders can hop off at an observation deck, located half way up, for even more...",4.5,"4080 Lake Tahoe Blvd., South Lake Tahoe, CA 96150-6907",NA,,Perfect views of the lake and the operation was smooth and friendly. You can stop halfway up for a lookout or continue up to the lodge.
Lake Tahoe,The Gondola at Heavenly,2394,"Tramways, Ski & Snowboard Areas","Hop aboard an 8-passenger glass cabin and be whisked 2.4 miles up the side of a mountain for breathtaking views of Lake Tahoe and the Sierra Nevada mountain range. Riders can hop off at an observation deck, located half way up, for even more...",4.5,"4080 Lake Tahoe Blvd., South Lake Tahoe, CA 96150-6907",NA,,"Although the tickets are pricey, the view is priceless! We had to wait a day to go up because of the wind. The morning we did go up, the winds were picking up and they expected closure soon. It was so worth the wait and the expense. You cannot visit Lake Tahoe without riding the"
Lake Tahoe,The Gondola at Heavenly,2394,"Tramways, Ski & Snowboard Areas","Hop aboard an 8-passenger glass cabin and be whisked 2.4 miles up the side of a mountain for breathtaking views of Lake Tahoe and the Sierra Nevada mountain range. Riders can hop off at an observation deck, located half way up, for even more...",4.5,"4080 Lake Tahoe Blvd., South Lake Tahoe, CA 96150-6907",NA,,"with lift tickets to Heavenly, this is a place you don't want to miss. We went after a long day of skiing on the California Base.  We left our skis behind and went for the view!  Don't miss this!!!"
Lake Tahoe,The Gondola at Heavenly,2394,"Tramways, Ski & Snowboard Areas","Hop aboard an 8-passenger glass cabin and be whisked 2.4 miles up the side of a mountain for breathtaking views of Lake Tahoe and the Sierra Nevada mountain range. Riders can hop off at an observation deck, located half way up, for even more...",4.5,"4080 Lake Tahoe Blvd., South Lake Tahoe, CA 96150-6907",NA,,The Gondola was a very nice scenic ride to look out at the lake. Easy to get on/off and great for panoramic views of the lake
Lake Tahoe,The Gondola at Heavenly,2394,"Tramways, Ski & Snowboard Areas","Hop aboard an 8-passenger glass cabin and be whisked 2.4 miles up the side of a mountain for breathtaking views of Lake Tahoe and the Sierra Nevada mountain range. Riders can hop off at an observation deck, located half way up, for even more...",4.5,"4080 Lake Tahoe Blvd., South Lake Tahoe, CA 96150-6907",NA,,Operated efficiently the entire time I was in South Lake Tahoe.  The Gondola Operators were pleasant and very friendly. Made my 6 days of skiing even more enjoyable.
Lake Tahoe,The Gondola at Heavenly,2394,"Tramways, Ski & Snowboard Areas","Hop aboard an 8-passenger glass cabin and be whisked 2.4 miles up the side of a mountain for breathtaking views of Lake Tahoe and the Sierra Nevada mountain range. Riders can hop off at an observation deck, located half way up, for even more...",4.5,"4080 Lake Tahoe Blvd., South Lake Tahoe, CA 96150-6907",NA,,"While in Tahoe my husband and myself walked to the gondola from our hotel, to go up the mountain to see the view. That was a very expensive view, it was $75 per person. We talked about it but decided to pay it. The gondola ride was smooth and the view was gorgeous! You can get"
Lake Tahoe,The Gondola at Heavenly,2394,"Tramways, Ski & Snowboard Areas","Hop aboard an 8-passenger glass cabin and be whisked 2.4 miles up the side of a mountain for breathtaking views of Lake Tahoe and the Sierra Nevada mountain range. Riders can hop off at an observation deck, located half way up, for even more...",4.5,"4080 Lake Tahoe Blvd., South Lake Tahoe, CA 96150-6907",NA,,"Yes, it's expensive, but it's pretty spectacular.  Midway up, there's a stop where you can get off and view the lake and surrounding area from a dramatic vista point (there are picnic tables, etc., so you could even bring lunch, I suppose).  Then you can continue up to the top"
Lake Tahoe,The Gondola at Heavenly,2394,"Tramways, Ski & Snowboard Areas","Hop aboard an 8-passenger glass cabin and be whisked 2.4 miles up the side of a mountain for breathtaking views of Lake Tahoe and the Sierra Nevada mountain range. Riders can hop off at an observation deck, located half way up, for even more...",4.5,"4080 Lake Tahoe Blvd., South Lake Tahoe, CA 96150-6907",NA,,"The idea of getting a bird's a view so to speak of the area is fantastic, but I do not know how this was a thing that is a must do in the area? The observation desk was small and gave us a limited views really of the area, and to be honest for how much they charge we would have"
Lake Tahoe,The Gondola at Heavenly,2394,"Tramways, Ski & Snowboard Areas","Hop aboard an 8-passenger glass cabin and be whisked 2.4 miles up the side of a mountain for breathtaking views of Lake Tahoe and the Sierra Nevada mountain range. Riders can hop off at an observation deck, located half way up, for even more...",4.5,"4080 Lake Tahoe Blvd., South Lake Tahoe, CA 96150-6907",NA,,"$75 per person, way too expensive for a ride to the top of a mountain.   All activities besides sking were closed due to covid.  Yes the observation deck was nice and a beautiful view of the lake.  But not sure why so expensive during the winter.  Make sure it’s a clear day or"
Lake Tahoe,The Gondola at Heavenly,2394,"Tramways, Ski & Snowboard Areas","Hop aboard an 8-passenger glass cabin and be whisked 2.4 miles up the side of a mountain for breathtaking views of Lake Tahoe and the Sierra Nevada mountain range. Riders can hop off at an observation deck, located half way up, for even more...",4.5,"4080 Lake Tahoe Blvd., South Lake Tahoe, CA 96150-6907",NA,,"The experience itself was amazing. The views are breath taking. However every activity on top, for Example tubing is closed for the season. We basically paid $200 for two adults and a 7 year old to just be taken up and down. Not worth it at the moment given covid-19."
Lake Tahoe,The Gondola at Heavenly,2394,"Tramways, Ski & Snowboard Areas","Hop aboard an 8-passenger glass cabin and be whisked 2.4 miles up the side of a mountain for breathtaking views of Lake Tahoe and the Sierra Nevada mountain range. Riders can hop off at an observation deck, located half way up, for even more...",4.5,"4080 Lake Tahoe Blvd., South Lake Tahoe, CA 96150-6907",NA,,Nice little trip :) Two teenagers and two adults and we quite enjoyed going up. Not much of a hike due ro restrictions but quite nice altogether.
