POI_name,POI_nearby_name,Address,Distance_miles,Distance_minutes
Disney California Adventure Park,Magic and Wine Theater With David Minkin,"900 S Disneyland Dr Anaheim Majestic Garden Hotel, Anaheim, CA 92802-1844",2,3
Disney California Adventure Park,Fireworks at Disneyland Park,"1313 Disneyland Drive, Anaheim, CA",3.333333333,5
Disney California Adventure Park,Disneyland Park,"1313 Disneyland Dr, Anaheim, CA 92802",5.333333333,8
Disney California Adventure Park,Star Wars: Galaxy’s Edge,"1313 Disneyland Dr., Anaheim, CA 92802",3.333333333,5
Disney California Adventure Park,Goofy's Playhouse,"1313 Disneyland Drive Mickey's Toontown, Anaheim, CA",3.333333333,5
Disney California Adventure Park,Donald's Boat,"1313 Disneyland Drive Mickey's Toontown, Anaheim, CA",3.333333333,5
Disney California Adventure Park,Tarzan's Treehouse,"1313 Disneyland Drive Adventureland, Anaheim, CA",6,9
Disney California Adventure Park,The Disney Gallery,"1313 Disneyland Drive Main Street, U.S.A., Anaheim, CA",7.333333333,11
Disney California Adventure Park,Downtown Disney District,"Disneyland Dr at Katella Ave, Anaheim, CA 92804",8,12
Disney California Adventure Park,Best Coast Tours - Orange County,"23000 Newport Coast Dr, Newport Coast, CA 92657 30801 S Coast Hwy, Laguna Beach, CA 92651, Anaheim, CA 92802",1,1.5
Disney California Adventure Park,Guardians of the Galaxy – Mission: BREAKOUT!,"1313 Disneyland Dr, Anaheim, CA 92802",10.66666667,16
Disney California Adventure Park,Redwood Creek Challenge Trail,"1313 Disneyland Drive Grizzly Peak, Anaheim, CA",10,15
Disney California Adventure Park,Luigi's Rollickin' Roadsters,"1313 Disneyland Drive in California Adventure Park, in CarsLand, Anaheim, CA 92802",11.33333333,17
Disney California Adventure Park,The Dinner Detective Murder Mystery Dinner Show - Orange County,"1221 S Harbor Blvd Four Points by Sheraton Anaheim, Anaheim, CA 92805-6004",5.333333333,8
Disney California Adventure Park,Anaheim Packing District,"440 S Anaheim Blvd Corner of Santa Ana Blvd & Anaheim Blvd, Anaheim, CA 92805-7714",1.2,1.8
Disney California Adventure Park,World of Disney,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",8.666666667,13
Disney California Adventure Park,Anaheim Convention Center,"800 W Katella Ave, Anaheim, CA 92802-3496",1.2,1.8
Disney California Adventure Park,The Lego Store,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",8,12
Disney California Adventure Park,Ridemakerz,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",8,12
Disney California Adventure Park,Sephora,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",8,12
Disney California Adventure Park,Build-A-Bear Workshop,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",8.666666667,13
Disney California Adventure Park,WonderGround Gallery,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",8.666666667,13
Disney California Adventure Park,Fossil,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",8,12
Disney California Adventure Park,Disney Vault 28,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",8,12
Disney California Adventure Park,Rainforest Cafe Retail Shopping Village,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",8.666666667,13
Disney California Adventure Park,Sanuk,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",8,12
Disney California Adventure Park,Pearl Factory,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",8,12
Disneyland Park,Tarzan's Treehouse,"1313 Disneyland Drive Adventureland, Anaheim, CA",2,3
Disneyland Park,The Disney Gallery,"1313 Disneyland Drive Main Street, U.S.A., Anaheim, CA",2,3
Disneyland Park,Disney California Adventure Park,"1313 Disneyland Drive, Anaheim, CA 92803-3232",5.333333333,8
Disneyland Park,Star Wars: Galaxy’s Edge,"1313 Disneyland Dr., Anaheim, CA 92802",2.666666667,4
Disneyland Park,Goofy's Playhouse,"1313 Disneyland Drive Mickey's Toontown, Anaheim, CA",3.333333333,5
Disneyland Park,Donald's Boat,"1313 Disneyland Drive Mickey's Toontown, Anaheim, CA",3.333333333,5
Disneyland Park,Guardians of the Galaxy – Mission: BREAKOUT!,"1313 Disneyland Dr, Anaheim, CA 92802",5.333333333,8
Disneyland Park,Downtown Disney District,"Disneyland Dr at Katella Ave, Anaheim, CA 92804",4.666666667,7
Disneyland Park,Redwood Creek Challenge Trail,"1313 Disneyland Drive Grizzly Peak, Anaheim, CA",5.333333333,8
Disneyland Park,Fireworks at Disneyland Park,"1313 Disneyland Drive, Anaheim, CA",6,9
Disneyland Park,Best Coast Tours - Orange County,"23000 Newport Coast Dr, Newport Coast, CA 92657 30801 S Coast Hwy, Laguna Beach, CA 92651, Anaheim, CA 92802",8.666666667,13
Disneyland Park,Luigi's Rollickin' Roadsters,"1313 Disneyland Drive in California Adventure Park, in CarsLand, Anaheim, CA 92802",6.666666667,10
Disneyland Park,Magic and Wine Theater With David Minkin,"900 S Disneyland Dr Anaheim Majestic Garden Hotel, Anaheim, CA 92802-1844",6,9
Disneyland Park,World of Disney,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",5.333333333,8
Disneyland Park,Disneyland Resort VIP Tours,"1313 Disneyland Drive, Anaheim, CA 92803",5.333333333,8
Disneyland Park,Ridemakerz,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Disneyland Park,Sephora,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Disneyland Park,Mandara Spa at Disney's Grand Californian Hotel & Spa,"1600 S Disneyland Dr Disney's Grand Californian Hotel & Spa, Anaheim, CA 92802-2317",4.666666667,7
Disneyland Park,Fossil,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Disneyland Park,Disney Vault 28,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Disneyland Park,Sanuk,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Disneyland Park,Pearl Factory,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Disneyland Park,Quiksilver,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Disneyland Park,Carthay Circle Lounge,"1313 Disneyland Drive Buena Vista Street, Anaheim, CA",4.666666667,7
Disneyland Park,Littlemissmatched,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Disneyland Park,D-Street,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Disneyland Park,The Lego Store,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",5.333333333,8
Disneyland Park,Build-A-Bear Workshop,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",5.333333333,8
Disneyland Park,WonderGround Gallery,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",5.333333333,8
Disneyland Park,Rainforest Cafe Retail Shopping Village,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",5.333333333,8
Fantasmic!,Tarzan's Treehouse,"1313 Disneyland Drive Adventureland, Anaheim, CA",2,3
Fantasmic!,The Disney Gallery,"1313 Disneyland Drive Main Street, U.S.A., Anaheim, CA",2,3
Fantasmic!,Disney California Adventure Park,"1313 Disneyland Drive, Anaheim, CA 92803-3232",5.333333333,8
Fantasmic!,Star Wars: Galaxy’s Edge,"1313 Disneyland Dr., Anaheim, CA 92802",2.666666667,4
Fantasmic!,Goofy's Playhouse,"1313 Disneyland Drive Mickey's Toontown, Anaheim, CA",3.333333333,5
Fantasmic!,Donald's Boat,"1313 Disneyland Drive Mickey's Toontown, Anaheim, CA",3.333333333,5
Fantasmic!,Guardians of the Galaxy – Mission: BREAKOUT!,"1313 Disneyland Dr, Anaheim, CA 92802",5.333333333,8
Fantasmic!,Downtown Disney District,"Disneyland Dr at Katella Ave, Anaheim, CA 92804",4.666666667,7
Fantasmic!,Redwood Creek Challenge Trail,"1313 Disneyland Drive Grizzly Peak, Anaheim, CA",5.333333333,8
Fantasmic!,Fireworks at Disneyland Park,"1313 Disneyland Drive, Anaheim, CA",6,9
Fantasmic!,Best Coast Tours - Orange County,"23000 Newport Coast Dr, Newport Coast, CA 92657 30801 S Coast Hwy, Laguna Beach, CA 92651, Anaheim, CA 92802",8.666666667,13
Fantasmic!,Luigi's Rollickin' Roadsters,"1313 Disneyland Drive in California Adventure Park, in CarsLand, Anaheim, CA 92802",6.666666667,10
Fantasmic!,Magic and Wine Theater With David Minkin,"900 S Disneyland Dr Anaheim Majestic Garden Hotel, Anaheim, CA 92802-1844",6,9
Fantasmic!,World of Disney,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",5.333333333,8
Fantasmic!,Disneyland Resort VIP Tours,"1313 Disneyland Drive, Anaheim, CA 92803",5.333333333,8
Fantasmic!,Ridemakerz,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Fantasmic!,Sephora,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Fantasmic!,Mandara Spa at Disney's Grand Californian Hotel & Spa,"1600 S Disneyland Dr Disney's Grand Californian Hotel & Spa, Anaheim, CA 92802-2317",4.666666667,7
Fantasmic!,Fossil,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Fantasmic!,Disney Vault 28,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Fantasmic!,Sanuk,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Fantasmic!,Pearl Factory,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Fantasmic!,Quiksilver,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Fantasmic!,Carthay Circle Lounge,"1313 Disneyland Drive Buena Vista Street, Anaheim, CA",4.666666667,7
Fantasmic!,Littlemissmatched,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Fantasmic!,D-Street,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Fantasmic!,The Lego Store,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",5.333333333,8
Fantasmic!,Build-A-Bear Workshop,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",5.333333333,8
Fantasmic!,WonderGround Gallery,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",5.333333333,8
Fantasmic!,Rainforest Cafe Retail Shopping Village,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",5.333333333,8
Radiator Springs Racers,Tarzan's Treehouse,"1313 Disneyland Drive Adventureland, Anaheim, CA",2,3
Radiator Springs Racers,The Disney Gallery,"1313 Disneyland Drive Main Street, U.S.A., Anaheim, CA",2,3
Radiator Springs Racers,Disney California Adventure Park,"1313 Disneyland Drive, Anaheim, CA 92803-3232",5.333333333,8
Radiator Springs Racers,Star Wars: Galaxy’s Edge,"1313 Disneyland Dr., Anaheim, CA 92802",2.666666667,4
Radiator Springs Racers,Goofy's Playhouse,"1313 Disneyland Drive Mickey's Toontown, Anaheim, CA",3.333333333,5
Radiator Springs Racers,Donald's Boat,"1313 Disneyland Drive Mickey's Toontown, Anaheim, CA",3.333333333,5
Radiator Springs Racers,Guardians of the Galaxy – Mission: BREAKOUT!,"1313 Disneyland Dr, Anaheim, CA 92802",5.333333333,8
Radiator Springs Racers,Downtown Disney District,"Disneyland Dr at Katella Ave, Anaheim, CA 92804",4.666666667,7
Radiator Springs Racers,Redwood Creek Challenge Trail,"1313 Disneyland Drive Grizzly Peak, Anaheim, CA",5.333333333,8
Radiator Springs Racers,Fireworks at Disneyland Park,"1313 Disneyland Drive, Anaheim, CA",6,9
Radiator Springs Racers,Best Coast Tours - Orange County,"23000 Newport Coast Dr, Newport Coast, CA 92657 30801 S Coast Hwy, Laguna Beach, CA 92651, Anaheim, CA 92802",8.666666667,13
Radiator Springs Racers,Luigi's Rollickin' Roadsters,"1313 Disneyland Drive in California Adventure Park, in CarsLand, Anaheim, CA 92802",6.666666667,10
Radiator Springs Racers,Magic and Wine Theater With David Minkin,"900 S Disneyland Dr Anaheim Majestic Garden Hotel, Anaheim, CA 92802-1844",6,9
Radiator Springs Racers,World of Disney,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",5.333333333,8
Radiator Springs Racers,Disneyland Resort VIP Tours,"1313 Disneyland Drive, Anaheim, CA 92803",5.333333333,8
Radiator Springs Racers,Ridemakerz,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Radiator Springs Racers,Sephora,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Radiator Springs Racers,Mandara Spa at Disney's Grand Californian Hotel & Spa,"1600 S Disneyland Dr Disney's Grand Californian Hotel & Spa, Anaheim, CA 92802-2317",4.666666667,7
Radiator Springs Racers,Fossil,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Radiator Springs Racers,Disney Vault 28,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Radiator Springs Racers,Sanuk,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Radiator Springs Racers,Pearl Factory,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Radiator Springs Racers,Quiksilver,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Radiator Springs Racers,Carthay Circle Lounge,"1313 Disneyland Drive Buena Vista Street, Anaheim, CA",4.666666667,7
Radiator Springs Racers,Littlemissmatched,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Radiator Springs Racers,D-Street,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",4.666666667,7
Radiator Springs Racers,The Lego Store,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",5.333333333,8
Radiator Springs Racers,Build-A-Bear Workshop,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",5.333333333,8
Radiator Springs Racers,WonderGround Gallery,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",5.333333333,8
Radiator Springs Racers,Rainforest Cafe Retail Shopping Village,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",5.333333333,8
Downtown Disney District,Quiksilver,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",0.666666667,1
Downtown Disney District,Pearl Factory,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",0.666666667,1
Downtown Disney District,Fossil,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",0.666666667,1
Downtown Disney District,Disney Vault 28,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",0.666666667,1
Downtown Disney District,Ridemakerz,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",0.666666667,1
Downtown Disney District,Sephora,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",0.666666667,1
Downtown Disney District,Littlemissmatched,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",0.666666667,1
Downtown Disney District,D-Street,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",0.666666667,1
Downtown Disney District,Sanuk,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",0.666666667,1
Downtown Disney District,World of Disney,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",1.333333333,2
Downtown Disney District,The Lego Store,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",0.666666667,1
Downtown Disney District,Build-A-Bear Workshop,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",1.333333333,2
Downtown Disney District,WonderGround Gallery,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",1.333333333,2
Downtown Disney District,Rainforest Cafe Retail Shopping Village,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",1.333333333,2
Downtown Disney District,Disney's Pin Traders,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",1.333333333,2
Downtown Disney District,Sunglass Icon,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",1.333333333,2
Downtown Disney District,Something Silver,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",1.333333333,2
Downtown Disney District,House of Blues Company Store,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",1.333333333,2
Downtown Disney District,Redwood Creek Challenge Trail,"1313 Disneyland Drive Grizzly Peak, Anaheim, CA",2.666666667,4
Downtown Disney District,Disneyland Park,"1313 Disneyland Dr, Anaheim, CA 92802",4.666666667,7
Downtown Disney District,Mandara Spa at Disney's Grand Californian Hotel & Spa,"1600 S Disneyland Dr Disney's Grand Californian Hotel & Spa, Anaheim, CA 92802-2317",2.666666667,4
Downtown Disney District,Disney California Adventure Park,"1313 Disneyland Drive, Anaheim, CA 92803-3232",8,12
Downtown Disney District,Tarzan's Treehouse,"1313 Disneyland Drive Adventureland, Anaheim, CA",3.333333333,5
Downtown Disney District,The Disney Gallery,"1313 Disneyland Drive Main Street, U.S.A., Anaheim, CA",4.666666667,7
Downtown Disney District,Guardians of the Galaxy – Mission: BREAKOUT!,"1313 Disneyland Dr, Anaheim, CA 92802",6,9
Downtown Disney District,Luigi's Rollickin' Roadsters,"1313 Disneyland Drive in California Adventure Park, in CarsLand, Anaheim, CA 92802",5.333333333,8
Downtown Disney District,Best Coast Tours - Orange County,"23000 Newport Coast Dr, Newport Coast, CA 92657 30801 S Coast Hwy, Laguna Beach, CA 92651, Anaheim, CA 92802",7.333333333,11
Downtown Disney District,Bayside Brews,"1313 Disneyland Drive Paradise Pier, Anaheim, CA",3.333333333,5
Downtown Disney District,Fireworks at Disneyland Park,"1313 Disneyland Drive, Anaheim, CA",6,9
Downtown Disney District,Star Wars: Galaxy’s Edge,"1313 Disneyland Dr., Anaheim, CA 92802",5.333333333,8
Anaheim Packing District,Unsung Brewing Company,"500 S Anaheim Blvd Unit B, MAKE Building, Anaheim, CA 92805-4721",0.666666667,1
Anaheim Packing District,Muzeo,"241 S Anaheim Blvd, Anaheim, CA 92805-3821",2.666666667,4
Anaheim Packing District,Disney California Adventure Park,"1313 Disneyland Drive, Anaheim, CA 92803-3232",1.2,1.8
Anaheim Packing District,Disneyland Park,"1313 Disneyland Dr, Anaheim, CA 92802",1.4,2.1
Anaheim Packing District,Decades Bar & Grill,"195 W Center Street Promenade, Anaheim, CA 92805-3959",4,6
Anaheim Packing District,Anaheim Farmer's Market,"203 W Center Street Promenade, Anaheim, CA 92805-3911",4.666666667,7
Anaheim Packing District,Center Street Promenade,"203 W Center Street Promenade, Anaheim, CA 92805-3911",4.666666667,7
Anaheim Packing District,Eco Now,"207 W Center Street Promenade, Anaheim, CA 92805-3911",4.666666667,7
Anaheim Packing District,Best Coast Tours - Orange County,"23000 Newport Coast Dr, Newport Coast, CA 92657 30801 S Coast Hwy, Laguna Beach, CA 92651, Anaheim, CA 92802",2,3
Anaheim Packing District,Guardians of the Galaxy – Mission: BREAKOUT!,"1313 Disneyland Dr, Anaheim, CA 92802",1.7,2.55
Anaheim Packing District,Fireworks at Disneyland Park,"1313 Disneyland Drive, Anaheim, CA",1.4,2.1
Anaheim Packing District,Magic and Wine Theater With David Minkin,"900 S Disneyland Dr Anaheim Majestic Garden Hotel, Anaheim, CA 92802-1844",1,1.5
Anaheim Packing District,The Disney Gallery,"1313 Disneyland Drive Main Street, U.S.A., Anaheim, CA",1.5,2.25
Anaheim Packing District,Pearson Park Amphitheatre,"401 N Lemon St, Anaheim, CA 92805",8,12
Anaheim Packing District,Luigi's Rollickin' Roadsters,"1313 Disneyland Drive in California Adventure Park, in CarsLand, Anaheim, CA 92802",1.8,2.7
Anaheim Packing District,Redwood Creek Challenge Trail,"1313 Disneyland Drive Grizzly Peak, Anaheim, CA",1.8,2.7
Anaheim Packing District,Downtown Disney District,"Disneyland Dr at Katella Ave, Anaheim, CA 92804",1.7,2.55
Anaheim Packing District,Star Wars: Galaxy’s Edge,"1313 Disneyland Dr., Anaheim, CA 92802",1.3,1.95
Anaheim Packing District,Goofy's Playhouse,"1313 Disneyland Drive Mickey's Toontown, Anaheim, CA",1.2,1.8
Anaheim Packing District,Tarzan's Treehouse,"1313 Disneyland Drive Adventureland, Anaheim, CA",1.5,2.25
Anaheim Packing District,Angel Stadium of Anaheim,"2000 E Gene Autry Way, Anaheim, CA 92806-6143",2.7,4.05
Anaheim Packing District,Anaheim Convention Center,"800 W Katella Ave, Anaheim, CA 92802-3496",2.2,3.3
Anaheim Packing District,Disneyland Resort VIP Tours,"1313 Disneyland Drive, Anaheim, CA 92803",1.2,1.8
Anaheim Packing District,Honda Center,"2695 E Katella Ave, Anaheim, CA 92806-5904",2.6,3.9
Anaheim Packing District,Donald's Boat,"1313 Disneyland Drive Mickey's Toontown, Anaheim, CA",1.2,1.8
Anaheim Packing District,Founder's Park,"400 N West St, Anaheim, CA 92801-5953",13.33333333,20
Anaheim Packing District,House of Blues,"400 W Disney Way Ste 337, Anaheim, CA 92802-2906",1.8,2.7
Anaheim Packing District,World of Disney,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",1.7,2.55
Anaheim Packing District,The Dinner Detective Murder Mystery Dinner Show - Orange County,"1221 S Harbor Blvd Four Points by Sheraton Anaheim, Anaheim, CA 92805-6004",1,1.5
Anaheim Packing District,Princess Dot Puddle Park,"1313 Disneyland Drive A Bug's Land, Anaheim, CA",1.2,1.8
Angel Stadium of Anaheim,City National Grove of Anaheim,"2200 E Katella Ave, Anaheim, CA 92806-6014",4,6
Angel Stadium of Anaheim,Disney California Adventure Park,"1313 Disneyland Drive, Anaheim, CA 92803-3232",2.5,3.75
Angel Stadium of Anaheim,Disneyland Park,"1313 Disneyland Dr, Anaheim, CA 92802",2.2,3.3
Angel Stadium of Anaheim,Honda Center,"2695 E Katella Ave, Anaheim, CA 92806-5904",10,15
Angel Stadium of Anaheim,Anaheim Regional Transportation Intermodal Center,"2626 E Katella Ave, Anaheim, CA 92806-5903",6.666666667,10
Angel Stadium of Anaheim,Best Coast Tours - Orange County,"23000 Newport Coast Dr, Newport Coast, CA 92657 30801 S Coast Hwy, Laguna Beach, CA 92651, Anaheim, CA 92802",2,3
Angel Stadium of Anaheim,Guardians of the Galaxy – Mission: BREAKOUT!,"1313 Disneyland Dr, Anaheim, CA 92802",2,3
Angel Stadium of Anaheim,Brewheim Beer Makers,"1931 E Wright Cir, Anaheim, CA 92806-6028",7.333333333,11
Angel Stadium of Anaheim,Luigi's Rollickin' Roadsters,"1313 Disneyland Drive in California Adventure Park, in CarsLand, Anaheim, CA 92802",2,3
Angel Stadium of Anaheim,Anaheim Packing District,"440 S Anaheim Blvd Corner of Santa Ana Blvd & Anaheim Blvd, Anaheim, CA 92805-7714",2.7,4.05
Angel Stadium of Anaheim,The Disney Gallery,"1313 Disneyland Drive Main Street, U.S.A., Anaheim, CA",2.1,3.15
Angel Stadium of Anaheim,Anaheim Convention Center,"800 W Katella Ave, Anaheim, CA 92802-3496",2.1,3.15
Angel Stadium of Anaheim,Redwood Creek Challenge Trail,"1313 Disneyland Drive Grizzly Peak, Anaheim, CA",2.2,3.3
Angel Stadium of Anaheim,Backstreet Brewery,"1884 S Santa Cruz St, Anaheim, CA 92805-6726",9.333333333,14
Angel Stadium of Anaheim,Downtown Disney District,"Disneyland Dr at Katella Ave, Anaheim, CA 92804",2.4,3.6
Angel Stadium of Anaheim,Fireworks at Disneyland Park,"1313 Disneyland Drive, Anaheim, CA",2.6,3.9
Angel Stadium of Anaheim,Tarzan's Treehouse,"1313 Disneyland Drive Adventureland, Anaheim, CA",2.3,3.45
Angel Stadium of Anaheim,Magic and Wine Theater With David Minkin,"900 S Disneyland Dr Anaheim Majestic Garden Hotel, Anaheim, CA 92802-1844",2.5,3.75
Angel Stadium of Anaheim,Star Wars: Galaxy’s Edge,"1313 Disneyland Dr., Anaheim, CA 92802",2.4,3.6
Angel Stadium of Anaheim,Goofy's Playhouse,"1313 Disneyland Drive Mickey's Toontown, Anaheim, CA",2.3,3.45
Angel Stadium of Anaheim,The Phoenix Club,"1340 S Sanderson Ave, Anaheim, CA 92806-5629",1.1,1.65
Angel Stadium of Anaheim,House of Blues,"400 W Disney Way Ste 337, Anaheim, CA 92802-2906",1.7,2.55
Angel Stadium of Anaheim,Donald's Boat,"1313 Disneyland Drive Mickey's Toontown, Anaheim, CA",2.3,3.45
Angel Stadium of Anaheim,Adventure City,"1238 S Beach Blvd (between Ball and Cerritos), Anaheim, CA 92804-4828",6.3,9.45
Angel Stadium of Anaheim,Disneyland Resort VIP Tours,"1313 Disneyland Drive, Anaheim, CA 92803",2.5,3.75
Angel Stadium of Anaheim,World of Disney,"1580 S Disneyland Dr, Anaheim, CA 92802-2294",2.4,3.6
Angel Stadium of Anaheim,Yes U Can Ranch,"1370 S Sanderson Ave, Anaheim, CA 92806-5629",1.2,1.8
Angel Stadium of Anaheim,Legends Craft Brewery,"1301 S Lewis St, Anaheim, CA 92805-6431",1.5,2.25
Angel Stadium of Anaheim,Anaheim Indoor Marketplace,"1440 S Anaheim Blvd, Anaheim, CA 92805-6213",1.4,2.1
Angel Stadium of Anaheim,Kip Barry's Cabaret,"400 W Disney Way Ste. #166, Anaheim Gardenwalk, Anaheim, CA 92802-2906",1.6,2.4
Honda Center,Anaheim Regional Transportation Intermodal Center,"2626 E Katella Ave, Anaheim, CA 92806-5903",4,6
Honda Center,Angel Stadium of Anaheim,"2000 E Gene Autry Way, Anaheim, CA 92806-6143",10,15
Honda Center,Disney California Adventure Park,"1313 Disneyland Drive, Anaheim, CA 92803-3232",2.7,4.05
Honda Center,Disneyland Park,"1313 Disneyland Dr, Anaheim, CA 92802",2.5,3.75
Honda Center,The Phoenix Club,"1340 S Sanderson Ave, Anaheim, CA 92806-5629",6,9
Honda Center,Best Coast Tours - Orange County,"23000 Newport Coast Dr, Newport Coast, CA 92657 30801 S Coast Hwy, Laguna Beach, CA 92651, Anaheim, CA 92802",2.4,3.6
Honda Center,City National Grove of Anaheim,"2200 E Katella Ave, Anaheim, CA 92806-6014",8.666666667,13
Honda Center,Yes U Can Ranch,"1370 S Sanderson Ave, Anaheim, CA 92806-5629",6.666666667,10
Honda Center,Guardians of the Galaxy – Mission: BREAKOUT!,"1313 Disneyland Dr, Anaheim, CA 92802",2.3,3.45
Honda Center,Anaheim Packing District,"440 S Anaheim Blvd Corner of Santa Ana Blvd & Anaheim Blvd, Anaheim, CA 92805-7714",2.6,3.9
Honda Center,Luigi's Rollickin' Roadsters,"1313 Disneyland Drive in California Adventure Park, in CarsLand, Anaheim, CA 92802",2.4,3.6
Honda Center,The Disney Gallery,"1313 Disneyland Drive Main Street, U.S.A., Anaheim, CA",2.4,3.6
Honda Center,Redwood Creek Challenge Trail,"1313 Disneyland Drive Grizzly Peak, Anaheim, CA",2.6,3.9
Honda Center,Anaheim Convention Center,"800 W Katella Ave, Anaheim, CA 92802-3496",2.5,3.75
Honda Center,Fireworks at Disneyland Park,"1313 Disneyland Drive, Anaheim, CA",2.8,4.2
Honda Center,Downtown Disney District,"Disneyland Dr at Katella Ave, Anaheim, CA 92804",2.7,4.05
Honda Center,Brewheim Beer Makers,"1931 E Wright Cir, Anaheim, CA 92806-6028",12,18
Honda Center,Magic and Wine Theater With David Minkin,"900 S Disneyland Dr Anaheim Majestic Garden Hotel, Anaheim, CA 92802-1844",2.6,3.9
Honda Center,Tarzan's Treehouse,"1313 Disneyland Drive Adventureland, Anaheim, CA",2.5,3.75
Honda Center,Star Wars: Galaxy’s Edge,"1313 Disneyland Dr., Anaheim, CA 92802",2.6,3.9
Honda Center,Goofy's Playhouse,"1313 Disneyland Drive Mickey's Toontown, Anaheim, CA",2.5,3.75
Honda Center,Backstreet Brewery,"1884 S Santa Cruz St, Anaheim, CA 92805-6726",1.2,1.8
Honda Center,House of Blues,"400 W Disney Way Ste 337, Anaheim, CA 92802-2906",2.1,3.15
Honda Center,Adventure City,"1238 S Beach Blvd (between Ball and Cerritos), Anaheim, CA 92804-4828",6.7,10.05
Honda Center,Donald's Boat,"1313 Disneyland Drive Mickey's Toontown, Anaheim, CA",2.5,3.75
