Destination_name,POI_name,POI_reviews_count,POI_category,POI_description,POI_rating,POI_address,POI_Suggested_Duration,POI_open_close_hours,POI_reviews
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,"Garbage everywhere.  The broad walk, nor the beach was well kept. A lot of kids and teenagers hanging out."
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,"Had places to skate, ride bikes and then the beach was clean. Not many choices to eat. Captured some good pictures though."
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,"I helped lifeguard,  TRYING to impress on kids The Danger of the Powerful Undertow! Stay in water mostly below the knees! LOL I had a Near Death experience! Wave knocked me under, 20 ft of seaweed was wrapped around my ankles when I FINALLY clawed my way back out! Those 100"
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,"the best place ever ! i love enjoy this place, the view and the food amazing. you can also drink in the bars ahead."
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,"If you have a surfing board ,I think this location is very good and absolutely should be visited. Secondly, you should walk during the sunset on this area."
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,"Enjoyed the 75 degree weather and played on the beach.  Love how clean the sand is, not full of garbage and broken glass.  There was a vendor that had fresh fruit that was amazing and fresh!"
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,Great views at sunrise and sunset and would love to go back..go early or late when less crowded or offseason.
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,"Full of crazy homeless won’t return. The entire idea of relaxing in natural beauty and enjoying the beach is completely ruined by the sheer number of crazy, filthy and sometimes violent and aggressive homeless population."
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,Spent a beautiful day at the beach. Plenty of space. Nice walking path. Close to food and fun. Fun place to people watch.
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,The homeless problem is significantly worse than when we visited just a few years ago. Today we were pursued by a homeless individual for more than 200 yards along Palisades Park while he screamed abuse and threaten to kill us both after he raped my wife.   The place is overrun
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,"Hung out on beach  soaked up some sun, & relaxed. The lifeguard was very kind  If u forget some beach items, there are vendors selling towels, boogie boards, pails/shovels (kids) & beach umbrellas There is some work being done to the stairs getting to the pier. So u have to walk"
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,"So disappointed with this beach and all of Santa Monica. It’s as if the govt doesn’t care at all. It is overrun with homeless who not just sleep on the beach and parks but use it as an outhouse. Stepping over human feces, the smell of urine and poo made our trip less than fun."
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,Santa Monica is among the LA area’s best beaches. From stunning sunsets to the picturesque pier at night... from families and friends playing... to tightrope walkers practicing. Something for everyone.   And a plus - having public restrooms as well as dining nearby like Perry’s
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,"Visited Santa Monica beach on our way to LA from Las Vegas on our US trip with SOTC group. Santa Monica is a coastal city west of Los Angeles. Santa Monica Beach has Palisades Park with views over the Pacific Ocean and through the park, you can approach beaches. From the"
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,"Walked along the beach for a couple miles and took in all of natures wonderful gifts of that day. Sand was hot and water was cool, perfect beach weather."
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,Nice beach with beautiful sand and good water for a paddle/bodyboard. It can get a bit busy around the pier side though but great for kids and adults. Ample parking but expensive by the pier.
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,Just off the pier is this fantastic wide beach which seems to go on forever. It was clean and tidy and very quiet.
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,The beach at Santa Monica is one of the cleanest and most spacious beaches I've ever seen. There are acres of sand. There are lifeguard stations and free restrooms. The beach path has cafes with food and beverages. Volleyball nets are everywhere and you can work out on the rings
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,"Great beach, near the pier if you need entertainment. It does get crowded and parking gets full, so get there early"
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,"Miles of perfect sand, clean and smooth.  Wide concrete boardwalk for cycles and scooters.   There is sun, sand, seagulls and seaside!   What could be bad"
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,Beautiful beach. Plenty of facilities. I'd advise to hire out a bike and cycle from the Santa Monica Pier right up to Venice Beach and back. A well maintained cycling path with breath taking scenery. Nice atmosphere. Everyone enjoying themselves. You can hire a bike on the
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,"It was beautiful out there! A little chilly though seeing as the wind made it colder. Bring a jacket, you'll be fine. We played in the water a bit, they have a station where you can wash your feet off."
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,The beach was very clean! We enjoyed our time there immensely. Lifeguards were on duty and there was policemen on duty as well. Very safe
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,"The Santa Monica State Beach is a pretty long stretch of beach, and there are paid parking lots down it - with bathrooms and restaurants and playgrounds as well. When visiting LA with my husband and brother this past weekend, I knew I couldn't leave California without walking"
Santa Monica,Santa Monica State Beach,6705,State Parks,,4.5,"Ocean Ave at Colorado Ave, Santa Monica, CA 90401",NA,,"This is the best beach in the United States that is adjacent to a large city. Big, clean, blue water, great waves."
Santa Monica,26-Mile Bike Path,1463,"Biking Trails, Scenic Walking Areas
Ocean Park","Starting at the Santa Monica pier, this is a popular path for biking, jogging and in-line skating along the Pacific Ocean.",4.5,"Santa Monica, CA 90403",NA,,"We have been on this bike path the whole 26 miles over the last few months from Torrance all the way to Will Rodgers State Beach.   The Whole path is great, but the Santa Monica portion is a favorite  with a wide bike path and a separate wide walk area.  Each area is unique and"
